image,country,count_boundary_pixels,count_parcel_pixels,count_background_pixels
LU_101_S2_10m_256.nc,LU,29072,52058,13478
NL_3269_S2_10m_256.nc,NL,2798,4399,61137
FR_57876_S2_10m_256.nc,FR,19297,47389,18147
ES_2840_S2_10m_256.nc,ES,19402,27567,37969
SE_17050_S2_10m_256.nc,SE,4924,10459,55077
ES_3628_S2_10m_256.nc,ES,50,42,65494
AT_6470_S2_10m_256.nc,AT,2665,21541,43995
SE_14323_S2_10m_256.nc,SE,22672,41315,24221
AT_5431_S2_10m_256.nc,AT,12330,16275,49261
NL_1733_S2_10m_256.nc,NL,42848,49177,16359
AT_6610_S2_10m_256.nc,AT,1445,17904,47632
SE_9698_S2_10m_256.nc,SE,18092,36071,29465
AT_7363_S2_10m_256.nc,AT,542,2291,63245
SE_27068_S2_10m_256.nc,SE,6785,19450,46086
SE_38640_S2_10m_256.nc,SE,267,250,65286
ES_1254_S2_10m_256.nc,ES,31727,46522,19014
FR_35469_S2_10m_256.nc,FR,16879,43577,21959
SE_39022_S2_10m_256.nc,SE,0,0,65536
FR_62273_S2_10m_256.nc,FR,29728,48825,16711
AT_6619_S2_10m_256.nc,AT,3082,18932,46604
SE_33224_S2_10m_256.nc,SE,7418,13440,52096
AT_6958_S2_10m_256.nc,AT,808,1112,64424
SI_2326_S2_10m_256.nc,SI,31340,41071,24465
AT_7571_S2_10m_256.nc,AT,10244,17937,47599
FR_32914_S2_10m_256.nc,FR,2377,3281,62255
AT_7149_S2_10m_256.nc,AT,27595,49448,16088
AT_6993_S2_10m_256.nc,AT,1566,4716,60820
SE_9704_S2_10m_256.nc,SE,14979,27558,37978
SE_13546_S2_10m_256.nc,SE,13834,17503,48033
AT_8704_S2_10m_256.nc,AT,20425,37657,27879
AT_5285_S2_10m_256.nc,AT,16117,29228,36308
FR_40255_S2_10m_256.nc,FR,12138,31342,34194
FR_48677_S2_10m_256.nc,FR,21277,44171,21365
AT_6471_S2_10m_256.nc,AT,6835,36368,29168
SE_35169_S2_10m_256.nc,SE,11643,38077,27459
FR_36099_S2_10m_256.nc,FR,8477,18569,46967
AT_6556_S2_10m_256.nc,AT,20493,50624,14912
FR_34064_S2_10m_256.nc,FR,19678,39230,26306
ES_1799_S2_10m_256.nc,ES,23779,38823,26713
AT_5381_S2_10m_256.nc,AT,23236,50075,15461
NL_1578_S2_10m_256.nc,NL,31110,33816,31720
NL_4131_S2_10m_256.nc,NL,29665,50224,15312
AT_5114_S2_10m_256.nc,AT,14707,15850,49686
FR_47270_S2_10m_256.nc,FR,8696,13758,51778
SE_42029_S2_10m_256.nc,SE,15065,29541,35995
ES_1429_S2_10m_256.nc,ES,26560,27565,37971
SI_1290_S2_10m_256.nc,SI,23712,26077,39459
NL_1113_S2_10m_256.nc,NL,0,0,65536
SI_889_S2_10m_256.nc,SI,22121,19440,46096
FR_71504_S2_10m_256.nc,FR,1714,5352,60184
AT_7347_S2_10m_256.nc,AT,13642,28439,37097
NL_4450_S2_10m_256.nc,NL,4805,6977,58559
SI_381_S2_10m_256.nc,SI,1640,1625,63911
NL_2657_S2_10m_256.nc,NL,2190,2848,62688
AT_6102_S2_10m_256.nc,AT,5322,10590,54946
NL_4042_S2_10m_256.nc,NL,14983,22653,42883
FR_59694_S2_10m_256.nc,FR,4089,41205,24331
ES_769_S2_10m_256.nc,ES,2688,2843,62693
AT_7671_S2_10m_256.nc,AT,12885,19566,45970
SE_27809_S2_10m_256.nc,SE,21307,46054,19482
NL_1336_S2_10m_256.nc,NL,19806,56264,9272
AT_6926_S2_10m_256.nc,AT,19211,33304,32232
AT_7272_S2_10m_256.nc,AT,14298,22113,43423
ES_1153_S2_10m_256.nc,ES,0,0,65536
AT_4467_S2_10m_256.nc,AT,8109,12176,53360
NL_3246_S2_10m_256.nc,NL,23410,45750,19786
FR_20202_S2_10m_256.nc,FR,3454,63080,2456
AT_6381_S2_10m_256.nc,AT,1147,9015,56521
AT_6454_S2_10m_256.nc,AT,1873,3621,61915
FR_48164_S2_10m_256.nc,FR,630,687,64849
FR_71226_S2_10m_256.nc,FR,0,0,65536
ES_1070_S2_10m_256.nc,ES,26888,51837,13699
FR_70124_S2_10m_256.nc,FR,0,0,65536
AT_385_S2_10m_256.nc,AT,8588,33747,31789
FR_59725_S2_10m_256.nc,FR,902,14141,51395
SE_12792_S2_10m_256.nc,SE,7000,10643,54893
ES_2787_S2_10m_256.nc,ES,2924,3780,61756
AT_1874_S2_10m_256.nc,AT,5538,7912,57624
AT_7117_S2_10m_256.nc,AT,3376,5883,59653
FR_28947_S2_10m_256.nc,FR,19640,55734,9802
NL_3210_S2_10m_256.nc,NL,5056,7862,57674
FR_52816_S2_10m_256.nc,FR,24947,36083,29453
NL_3200_S2_10m_256.nc,NL,60,67,65469
SE_11955_S2_10m_256.nc,SE,8107,18182,47354
ES_893_S2_10m_256.nc,ES,6876,6468,59068
AT_8169_S2_10m_256.nc,AT,1524,1519,64017
SE_17782_S2_10m_256.nc,SE,10007,22389,43147
SE_30837_S2_10m_256.nc,SE,10305,35362,30174
FR_50601_S2_10m_256.nc,FR,17583,27607,37929
FR_23806_S2_10m_256.nc,FR,23389,45046,20490
FR_50854_S2_10m_256.nc,FR,3587,17323,48213
AT_6046_S2_10m_256.nc,AT,24015,40714,24822
FR_15241_S2_10m_256.nc,FR,6206,40755,24781
FR_33459_S2_10m_256.nc,FR,2910,5794,59742
ES_2770_S2_10m_256.nc,ES,17141,19340,46196
AT_9895_S2_10m_256.nc,AT,15342,52865,12671
FR_14730_S2_10m_256.nc,FR,0,0,65536
AT_1801_S2_10m_256.nc,AT,10583,16227,49309
ES_512_S2_10m_256.nc,ES,31640,41471,24065
SI_202_S2_10m_256.nc,SI,5586,7747,57789
SI_1499_S2_10m_256.nc,SI,0,0,65536
ES_456_S2_10m_256.nc,ES,25020,52355,13181
AT_7833_S2_10m_256.nc,AT,2756,2992,62544
SE_14326_S2_10m_256.nc,SE,13707,27203,38333
FR_54222_S2_10m_256.nc,FR,30113,43946,21590
AT_5679_S2_10m_256.nc,AT,22448,29453,36083
AT_7980_S2_10m_256.nc,AT,6110,12642,52894
AT_8107_S2_10m_256.nc,AT,4514,5128,60408
AT_975_S2_10m_256.nc,AT,10166,10533,55003
FR_58078_S2_10m_256.nc,FR,29198,36742,28794
SE_27089_S2_10m_256.nc,SE,6861,10690,54846
AT_9165_S2_10m_256.nc,AT,29872,48721,16815
NL_3122_S2_10m_256.nc,NL,11162,13968,51568
SE_43574_S2_10m_256.nc,SE,13445,41553,23983
AT_6816_S2_10m_256.nc,AT,20958,42315,23221
AT_8328_S2_10m_256.nc,AT,9086,13996,51540
AT_6702_S2_10m_256.nc,AT,15435,24574,40962
FR_47809_S2_10m_256.nc,FR,561,468,65068
NL_2102_S2_10m_256.nc,NL,16799,32965,32571
NL_3905_S2_10m_256.nc,NL,38403,55088,10448
FR_46778_S2_10m_256.nc,FR,2905,3288,62248
NL_4302_S2_10m_256.nc,NL,31317,41599,23937
NL_878_S2_10m_256.nc,NL,12972,17383,48153
SE_6998_S2_10m_256.nc,SE,11964,20389,45147
AT_8327_S2_10m_256.nc,AT,1857,8659,56877
SE_12375_S2_10m_256.nc,SE,861,928,64608
SE_17347_S2_10m_256.nc,SE,19119,36555,28981
FR_51675_S2_10m_256.nc,FR,4583,16527,49009
NL_2808_S2_10m_256.nc,NL,3601,5873,59663
FR_24664_S2_10m_256.nc,FR,21248,47187,18349
SE_25168_S2_10m_256.nc,SE,19097,54631,10905
FR_23936_S2_10m_256.nc,FR,18442,50513,15023
AT_4082_S2_10m_256.nc,AT,10418,16378,49158
NL_3675_S2_10m_256.nc,NL,5279,2468,63068
SE_17334_S2_10m_256.nc,SE,18904,47943,17593
AT_6765_S2_10m_256.nc,AT,323,233,65303
FR_56941_S2_10m_256.nc,FR,8264,10081,55455
AT_7349_S2_10m_256.nc,AT,7348,9812,55724
SE_44918_S2_10m_256.nc,SE,2405,4387,61149
FR_60794_S2_10m_256.nc,FR,1803,2319,63217
SE_10087_S2_10m_256.nc,SE,19599,41690,23846
FR_48433_S2_10m_256.nc,FR,19169,47382,18154
SE_44352_S2_10m_256.nc,SE,7071,19121,46415
FR_41590_S2_10m_256.nc,FR,5538,9753,55783
SE_37070_S2_10m_256.nc,SE,4042,9771,55765
FR_50322_S2_10m_256.nc,FR,8798,33503,32033
FR_42588_S2_10m_256.nc,FR,1905,1328,64208
SE_18967_S2_10m_256.nc,SE,778,880,64656
NL_950_S2_10m_256.nc,NL,8636,20122,45414
ES_824_S2_10m_256.nc,ES,27846,48469,17067
NL_3409_S2_10m_256.nc,NL,14827,28519,37017
FR_39620_S2_10m_256.nc,FR,4646,12326,53210
FR_56408_S2_10m_256.nc,FR,5176,44255,21281
FR_45618_S2_10m_256.nc,FR,8729,9440,56096
SE_16636_S2_10m_256.nc,SE,8302,20382,45154
SE_15410_S2_10m_256.nc,SE,3343,13445,52091
NL_2109_S2_10m_256.nc,NL,6738,8680,56856
SE_29801_S2_10m_256.nc,SE,2358,3362,62174
SE_15109_S2_10m_256.nc,SE,8775,22502,43034
AT_7858_S2_10m_256.nc,AT,6746,13150,52386
AT_1647_S2_10m_256.nc,AT,6849,26824,38712
AT_7895_S2_10m_256.nc,AT,25492,31946,33590
FR_35115_S2_10m_256.nc,FR,5970,19795,45741
AT_8187_S2_10m_256.nc,AT,21469,36270,29266
FR_27556_S2_10m_256.nc,FR,14932,30713,34823
FR_52091_S2_10m_256.nc,FR,10371,35881,29655
NL_3032_S2_10m_256.nc,NL,24512,47875,17661
FR_40371_S2_10m_256.nc,FR,490,3733,61803
AT_6398_S2_10m_256.nc,AT,4236,9890,55646
ES_2355_S2_10m_256.nc,ES,21476,22804,42732
NL_3895_S2_10m_256.nc,NL,27102,54275,11261
NL_3212_S2_10m_256.nc,NL,21004,54433,11103
SI_1039_S2_10m_256.nc,SI,2759,4078,61458
AT_5419_S2_10m_256.nc,AT,706,4218,61318
FR_34001_S2_10m_256.nc,FR,2690,9958,55578
AT_10406_S2_10m_256.nc,AT,26675,45397,20139
AT_7563_S2_10m_256.nc,AT,14378,23937,41599
AT_3580_S2_10m_256.nc,AT,19870,27847,37689
FR_55880_S2_10m_256.nc,FR,5097,16399,49137
SE_30057_S2_10m_256.nc,SE,16487,26975,38561
FR_25306_S2_10m_256.nc,FR,2135,3278,62258
SI_2457_S2_10m_256.nc,SI,25841,26370,39166
FR_16725_S2_10m_256.nc,FR,18394,52227,13309
FR_44775_S2_10m_256.nc,FR,4516,27654,37882
AT_8084_S2_10m_256.nc,AT,20615,22324,43212
FR_33230_S2_10m_256.nc,FR,5570,9168,56368
AT_9518_S2_10m_256.nc,AT,18759,51618,13918
FR_50600_S2_10m_256.nc,FR,14431,16255,49281
LU_170_S2_10m_256.nc,LU,25800,51139,14397
FR_30406_S2_10m_256.nc,FR,11917,62579,2957
NL_3656_S2_10m_256.nc,NL,10727,14726,50810
FR_55652_S2_10m_256.nc,FR,17486,50574,14962
AT_2382_S2_10m_256.nc,AT,4937,31686,33850
ES_3761_S2_10m_256.nc,ES,28301,50129,15407
NL_3501_S2_10m_256.nc,NL,3346,8780,56756
AT_9209_S2_10m_256.nc,AT,19335,29136,36400
SE_40939_S2_10m_256.nc,SE,16422,24557,40979
AT_8573_S2_10m_256.nc,AT,20660,44970,20566
SE_32761_S2_10m_256.nc,SE,5095,64189,1347
FR_36009_S2_10m_256.nc,FR,20719,41107,24429
LU_177_S2_10m_256.nc,LU,13972,21814,43722
NL_2428_S2_10m_256.nc,NL,3161,2739,62797
FR_33743_S2_10m_256.nc,FR,24643,38185,27351
SI_1550_S2_10m_256.nc,SI,20750,17986,47550
FR_28798_S2_10m_256.nc,FR,6002,20451,45085
FR_57582_S2_10m_256.nc,FR,11344,23105,42431
SE_6603_S2_10m_256.nc,SE,14071,30716,34820
AT_6784_S2_10m_256.nc,AT,16649,31399,34137
AT_9894_S2_10m_256.nc,AT,23179,56953,8583
AT_4983_S2_10m_256.nc,AT,6448,11373,54163
FR_19734_S2_10m_256.nc,FR,25383,49792,15744
SI_1964_S2_10m_256.nc,SI,33531,51922,13614
SI_1775_S2_10m_256.nc,SI,38007,41829,23707
AT_7493_S2_10m_256.nc,AT,831,543,64993
SE_22825_S2_10m_256.nc,SE,6370,14395,51141
LU_66_S2_10m_256.nc,LU,21171,46928,18608
FR_57025_S2_10m_256.nc,FR,19195,31666,33870
FR_47312_S2_10m_256.nc,FR,2558,2046,63490
SE_37458_S2_10m_256.nc,SE,3278,5948,59588
NL_5148_S2_10m_256.nc,NL,15553,18608,46928
ES_491_S2_10m_256.nc,ES,17135,47756,17780
AT_6314_S2_10m_256.nc,AT,4222,25206,40330
FR_16961_S2_10m_256.nc,FR,15940,24398,41138
SE_32762_S2_10m_256.nc,SE,5925,61890,3646
FR_57785_S2_10m_256.nc,FR,3215,16218,49318
AT_8338_S2_10m_256.nc,AT,21737,46699,18837
FR_27436_S2_10m_256.nc,FR,10405,11687,53849
AT_7780_S2_10m_256.nc,AT,1280,7746,57790
ES_1323_S2_10m_256.nc,ES,14957,20649,44887
AT_5587_S2_10m_256.nc,AT,0,0,65536
FR_44826_S2_10m_256.nc,FR,13619,19434,46102
FR_56423_S2_10m_256.nc,FR,11321,12843,52693
FR_57742_S2_10m_256.nc,FR,440,565,64971
AT_7665_S2_10m_256.nc,AT,14637,23312,42224
NL_2060_S2_10m_256.nc,NL,18104,39807,25729
SE_27852_S2_10m_256.nc,SE,4424,11903,53633
SE_36321_S2_10m_256.nc,SE,8629,18710,46826
AT_7262_S2_10m_256.nc,AT,6535,10227,55309
FR_34819_S2_10m_256.nc,FR,1776,1864,63672
NL_3601_S2_10m_256.nc,NL,32240,49738,15798
AT_8614_S2_10m_256.nc,AT,20405,30076,35460
FR_30245_S2_10m_256.nc,FR,11682,28817,36719
NL_3173_S2_10m_256.nc,NL,23986,49505,16031
FR_63686_S2_10m_256.nc,FR,32195,51073,14463
NL_1502_S2_10m_256.nc,NL,24808,30756,34780
NL_2658_S2_10m_256.nc,NL,3885,4169,61367
FR_55853_S2_10m_256.nc,FR,1671,13196,52340
FR_56699_S2_10m_256.nc,FR,1500,3196,62340
AT_5529_S2_10m_256.nc,AT,22536,38650,26886
FR_71497_S2_10m_256.nc,FR,0,0,65536
SE_17415_S2_10m_256.nc,SE,17147,48614,16922
NL_2335_S2_10m_256.nc,NL,5526,8081,57455
SE_28611_S2_10m_256.nc,SE,10297,20858,44678
FR_39287_S2_10m_256.nc,FR,21718,43524,22012
NL_4539_S2_10m_256.nc,NL,20993,60426,5110
NL_633_S2_10m_256.nc,NL,13297,28366,37170
SE_11252_S2_10m_256.nc,SE,13260,21697,43839
SE_22487_S2_10m_256.nc,SE,254,1674,63862
FR_47930_S2_10m_256.nc,FR,196,913,64623
NL_3374_S2_10m_256.nc,NL,17790,30556,34980
FR_33309_S2_10m_256.nc,FR,17717,38715,26821
NL_3021_S2_10m_256.nc,NL,12214,38777,26759
FR_68475_S2_10m_256.nc,FR,0,0,65536
SE_34750_S2_10m_256.nc,SE,5830,11180,54356
ES_430_S2_10m_256.nc,ES,20861,58641,6895
SI_2238_S2_10m_256.nc,SI,36495,48940,16596
AT_6329_S2_10m_256.nc,AT,329,278,65258
AT_7810_S2_10m_256.nc,AT,361,324,65212
AT_6307_S2_10m_256.nc,AT,1459,4299,61237
FR_46176_S2_10m_256.nc,FR,18749,48802,16734
AT_8400_S2_10m_256.nc,AT,626,448,65088
SE_20866_S2_10m_256.nc,SE,10790,13507,52029
AT_9456_S2_10m_256.nc,AT,20292,35893,29643
NL_2986_S2_10m_256.nc,NL,21693,42170,23366
ES_1552_S2_10m_256.nc,ES,35493,47993,17543
SE_28217_S2_10m_256.nc,SE,16824,36978,28558
SE_27028_S2_10m_256.nc,SE,13999,27677,37859
NL_644_S2_10m_256.nc,NL,2477,3612,61924
AT_4089_S2_10m_256.nc,AT,2227,40779,24757
NL_4072_S2_10m_256.nc,NL,34079,53495,12041
FR_46492_S2_10m_256.nc,FR,19087,24877,40659
NL_1183_S2_10m_256.nc,NL,16883,45836,19700
FR_45495_S2_10m_256.nc,FR,0,0,65536
AT_5048_S2_10m_256.nc,AT,4005,14690,50846
ES_1434_S2_10m_256.nc,ES,28721,55339,10197
NL_1878_S2_10m_256.nc,NL,2260,3419,62117
SE_12434_S2_10m_256.nc,SE,502,608,64928
ES_1362_S2_10m_256.nc,ES,19321,27201,38335
ES_1309_S2_10m_256.nc,ES,30900,49002,16534
SE_10055_S2_10m_256.nc,SE,18707,42651,22885
FR_28255_S2_10m_256.nc,FR,13558,15700,49836
NL_2876_S2_10m_256.nc,NL,24368,43831,21705
FR_57250_S2_10m_256.nc,FR,3922,55730,9806
SI_2141_S2_10m_256.nc,SI,34047,43107,22429
FR_63962_S2_10m_256.nc,FR,30439,54225,11311
NL_2336_S2_10m_256.nc,NL,8894,13390,52146
FR_35497_S2_10m_256.nc,FR,346,426,65110
NL_3346_S2_10m_256.nc,NL,5370,32942,32594
FR_34990_S2_10m_256.nc,FR,4786,10440,55096
FR_21734_S2_10m_256.nc,FR,17951,40416,25120
NL_1181_S2_10m_256.nc,NL,3146,10280,55256
FR_53656_S2_10m_256.nc,FR,9499,10874,54662
ES_709_S2_10m_256.nc,ES,2072,2704,62832
SE_10051_S2_10m_256.nc,SE,18611,40328,25208
LU_106_S2_10m_256.nc,LU,20704,42507,23029
NL_1417_S2_10m_256.nc,NL,16559,34045,31491
ES_2778_S2_10m_256.nc,ES,28594,37248,28288
ES_492_S2_10m_256.nc,ES,18292,59133,6403
AT_6403_S2_10m_256.nc,AT,12731,22719,42817
NL_2651_S2_10m_256.nc,NL,23446,49509,16027
FR_55025_S2_10m_256.nc,FR,1353,10472,55064
SE_37838_S2_10m_256.nc,SE,3743,4457,61079
FR_20477_S2_10m_256.nc,FR,5268,65228,308
SE_18210_S2_10m_256.nc,SE,6882,8996,56540
FR_52321_S2_10m_256.nc,FR,0,0,65536
ES_2046_S2_10m_256.nc,ES,7441,6277,59259
AT_5117_S2_10m_256.nc,AT,2481,5452,60084
FR_26820_S2_10m_256.nc,FR,2358,55038,10498
AT_1568_S2_10m_256.nc,AT,2156,24470,41066
SE_21322_S2_10m_256.nc,SE,12813,30584,34952
FR_61067_S2_10m_256.nc,FR,1837,13079,52457
AT_6156_S2_10m_256.nc,AT,2233,26686,38850
NL_3685_S2_10m_256.nc,NL,19464,30980,34556
FR_48701_S2_10m_256.nc,FR,2540,4810,60726
FR_56972_S2_10m_256.nc,FR,11196,10635,54901
FR_57023_S2_10m_256.nc,FR,18137,32173,33363
NL_4599_S2_10m_256.nc,NL,16281,40011,25525
AT_6414_S2_10m_256.nc,AT,17835,31241,34295
SE_12340_S2_10m_256.nc,SE,13822,40794,24742
FR_56204_S2_10m_256.nc,FR,19513,46814,18722
SE_33210_S2_10m_256.nc,SE,9493,17867,47669
NL_3522_S2_10m_256.nc,NL,29163,52763,12773
AT_3940_S2_10m_256.nc,AT,0,0,65536
AT_4461_S2_10m_256.nc,AT,7207,13649,51887
NL_3355_S2_10m_256.nc,NL,2343,9014,56522
AT_6366_S2_10m_256.nc,AT,1084,8856,56680
AT_1049_S2_10m_256.nc,AT,7066,11746,53790
AT_6692_S2_10m_256.nc,AT,13528,21445,44091
NL_2034_S2_10m_256.nc,NL,45425,47804,17732
FR_47836_S2_10m_256.nc,FR,18851,22193,43343
AT_8406_S2_10m_256.nc,AT,5102,15586,49950
AT_7645_S2_10m_256.nc,AT,1516,3431,62105
NL_4224_S2_10m_256.nc,NL,26287,37970,27566
FR_65618_S2_10m_256.nc,FR,16711,34794,30742
FR_13891_S2_10m_256.nc,FR,2001,4950,60586
AT_5504_S2_10m_256.nc,AT,4608,9302,56234
ES_675_S2_10m_256.nc,ES,20473,48396,17140
NL_952_S2_10m_256.nc,NL,1398,1746,63790
SE_28596_S2_10m_256.nc,SE,7419,21920,43616
NL_3478_S2_10m_256.nc,NL,20436,41393,24143
NL_797_S2_10m_256.nc,NL,11712,22385,43151
AT_6689_S2_10m_256.nc,AT,1225,10748,54788
AT_7789_S2_10m_256.nc,AT,13626,23481,42055
NL_2674_S2_10m_256.nc,NL,4081,4769,60767
FR_22746_S2_10m_256.nc,FR,3180,3832,61704
SE_37469_S2_10m_256.nc,SE,10302,19142,46394
FR_21643_S2_10m_256.nc,FR,8641,17507,48029
ES_2585_S2_10m_256.nc,ES,17384,24996,40540
SE_41645_S2_10m_256.nc,SE,17784,38780,26756
FR_26676_S2_10m_256.nc,FR,5674,13078,52458
AT_8756_S2_10m_256.nc,AT,15902,20162,45374
ES_758_S2_10m_256.nc,ES,23916,35323,30213
AT_7054_S2_10m_256.nc,AT,5766,21016,44520
FR_36038_S2_10m_256.nc,FR,7184,24815,40721
NL_486_S2_10m_256.nc,NL,8420,17373,48163
AT_2466_S2_10m_256.nc,AT,3177,53845,11691
FR_35107_S2_10m_256.nc,FR,25093,38172,27364
ES_1927_S2_10m_256.nc,ES,14905,14423,51113
AT_3421_S2_10m_256.nc,AT,3150,25327,40209
SE_29058_S2_10m_256.nc,SE,16216,22885,42651
AT_5850_S2_10m_256.nc,AT,2029,13531,52005
FR_32343_S2_10m_256.nc,FR,11026,14323,51213
NL_568_S2_10m_256.nc,NL,11689,21238,44298
AT_8178_S2_10m_256.nc,AT,5069,10623,54913
NL_2746_S2_10m_256.nc,NL,0,0,65536
SE_34013_S2_10m_256.nc,SE,13835,21512,44024
AT_6540_S2_10m_256.nc,AT,3139,21626,43910
FR_37923_S2_10m_256.nc,FR,12605,19568,45968
FR_54756_S2_10m_256.nc,FR,2090,30302,35234
FR_56701_S2_10m_256.nc,FR,2495,3988,61548
AT_5359_S2_10m_256.nc,AT,18654,31556,33980
AT_6710_S2_10m_256.nc,AT,17195,30849,34687
SE_28997_S2_10m_256.nc,SE,10826,24557,40979
FR_46035_S2_10m_256.nc,FR,9270,24492,41044
NL_1490_S2_10m_256.nc,NL,17905,48215,17321
FR_41866_S2_10m_256.nc,FR,284,407,65129
FR_31529_S2_10m_256.nc,FR,2231,7576,57960
FR_35244_S2_10m_256.nc,FR,247,450,65086
FR_46536_S2_10m_256.nc,FR,23007,36941,28595
AT_7943_S2_10m_256.nc,AT,1727,4768,60768
ES_196_S2_10m_256.nc,ES,25093,20401,45135
SE_31696_S2_10m_256.nc,SE,15883,43787,21749
SE_32760_S2_10m_256.nc,SE,9174,58934,6602
FR_34683_S2_10m_256.nc,FR,166,204,65332
FR_37478_S2_10m_256.nc,FR,3673,9523,56013
SE_12019_S2_10m_256.nc,SE,17754,57292,8244
NL_3687_S2_10m_256.nc,NL,20249,32160,33376
AT_9758_S2_10m_256.nc,AT,32003,54939,10597
AT_6768_S2_10m_256.nc,AT,611,3863,61673
SE_16247_S2_10m_256.nc,SE,14850,32718,32818
AT_5943_S2_10m_256.nc,AT,3370,13074,52462
FR_58627_S2_10m_256.nc,FR,3346,22319,43217
AT_6744_S2_10m_256.nc,AT,13488,24716,40820
NL_564_S2_10m_256.nc,NL,19303,54215,11321
FR_39574_S2_10m_256.nc,FR,12098,26316,39220
NL_4983_S2_10m_256.nc,NL,14237,29322,36214
AT_7284_S2_10m_256.nc,AT,533,506,65030
NL_4297_S2_10m_256.nc,NL,7293,18716,46820
AT_7154_S2_10m_256.nc,AT,24778,42152,23384
AT_6305_S2_10m_256.nc,AT,1710,4591,60945
SE_24013_S2_10m_256.nc,SE,13859,32650,32886
FR_16379_S2_10m_256.nc,FR,0,0,65536
SE_34024_S2_10m_256.nc,SE,4019,9841,55695
AT_8838_S2_10m_256.nc,AT,2361,5176,60360
AT_3430_S2_10m_256.nc,AT,9485,13408,52128
SE_31649_S2_10m_256.nc,SE,8308,14053,51483
AT_8558_S2_10m_256.nc,AT,15460,27775,37761
ES_637_S2_10m_256.nc,ES,24426,52398,13138
NL_173_S2_10m_256.nc,NL,20402,53115,12421
AT_7855_S2_10m_256.nc,AT,3618,4595,60941
FR_57615_S2_10m_256.nc,FR,17362,52113,13423
FR_14179_S2_10m_256.nc,FR,0,0,65536
AT_9888_S2_10m_256.nc,AT,0,0,65536
FR_55842_S2_10m_256.nc,FR,16097,34188,31348
FR_48971_S2_10m_256.nc,FR,18610,33642,31894
AT_7594_S2_10m_256.nc,AT,27061,44188,21348
ES_989_S2_10m_256.nc,ES,18276,23431,42105
SE_17042_S2_10m_256.nc,SE,2398,3616,61920
AT_5442_S2_10m_256.nc,AT,20070,29488,36048
SE_36689_S2_10m_256.nc,SE,13220,25203,40333
FR_47913_S2_10m_256.nc,FR,11502,24692,40844
AT_8848_S2_10m_256.nc,AT,1973,1641,63895
AT_4613_S2_10m_256.nc,AT,15862,36548,28988
SE_29734_S2_10m_256.nc,SE,19147,28704,36832
SE_34405_S2_10m_256.nc,SE,19339,44866,20670
ES_2097_S2_10m_256.nc,ES,18907,31876,33660
AT_4314_S2_10m_256.nc,AT,18648,33134,32402
AT_7276_S2_10m_256.nc,AT,22190,39462,26074
NL_3294_S2_10m_256.nc,NL,13390,25888,39648
FR_49782_S2_10m_256.nc,FR,10123,13900,51636
AT_8487_S2_10m_256.nc,AT,23585,52141,13395
SE_19338_S2_10m_256.nc,SE,11048,22986,42550
AT_6777_S2_10m_256.nc,AT,18781,28831,36705
AT_9532_S2_10m_256.nc,AT,20968,42869,22667
NL_2125_S2_10m_256.nc,NL,29,8,65528
ES_3456_S2_10m_256.nc,ES,13538,23091,42445
FR_29418_S2_10m_256.nc,FR,17180,49629,15907
SI_636_S2_10m_256.nc,SI,21457,20570,44966
AT_6325_S2_10m_256.nc,AT,89,53,65483
FR_38080_S2_10m_256.nc,FR,21671,31584,33952
FR_58868_S2_10m_256.nc,FR,4094,15905,49631
SE_27504_S2_10m_256.nc,SE,7285,9794,55742
AT_9968_S2_10m_256.nc,AT,20787,59727,5809
SI_2058_S2_10m_256.nc,SI,25043,35377,30159
ES_3825_S2_10m_256.nc,ES,18362,22428,43108
NL_2739_S2_10m_256.nc,NL,7722,8374,57162
AT_8548_S2_10m_256.nc,AT,0,0,65536
LU_87_S2_10m_256.nc,LU,18219,41504,24032
FR_29425_S2_10m_256.nc,FR,4181,9774,55762
FR_51990_S2_10m_256.nc,FR,18385,27926,37610
SE_45687_S2_10m_256.nc,SE,13487,27427,38109
FR_52534_S2_10m_256.nc,FR,6338,19887,45649
AT_6558_S2_10m_256.nc,AT,22452,52436,13100
SE_34777_S2_10m_256.nc,SE,15934,39223,26313
FR_39313_S2_10m_256.nc,FR,4846,8168,57368
NL_4358_S2_10m_256.nc,NL,24688,44313,21223
FR_44926_S2_10m_256.nc,FR,5019,12352,53184
NL_2274_S2_10m_256.nc,NL,41185,44114,21422
NL_3347_S2_10m_256.nc,NL,1290,37748,27788
AT_8265_S2_10m_256.nc,AT,26168,50256,15280
FR_45600_S2_10m_256.nc,FR,847,4466,61070
FR_51115_S2_10m_256.nc,FR,1834,6028,59508
NL_1564_S2_10m_256.nc,NL,23686,44375,21161
AT_5652_S2_10m_256.nc,AT,4052,20126,45410
SE_25134_S2_10m_256.nc,SE,22784,49860,15676
NL_3674_S2_10m_256.nc,NL,26499,30160,35376
FR_51706_S2_10m_256.nc,FR,6297,18199,47337
FR_48504_S2_10m_256.nc,FR,16204,43076,22460
AT_2531_S2_10m_256.nc,AT,8544,12208,53328
ES_3448_S2_10m_256.nc,ES,20837,29152,36384
FR_60512_S2_10m_256.nc,FR,773,435,65101
FR_57767_S2_10m_256.nc,FR,3395,33490,32046
NL_4271_S2_10m_256.nc,NL,24176,43765,21771
NL_567_S2_10m_256.nc,NL,15932,36265,29271
FR_56691_S2_10m_256.nc,FR,3715,64654,882
AT_1949_S2_10m_256.nc,AT,12118,10845,54691
